Dates,AreaName,RoadIntersectionName,TrafficVolume,AverageSpeed,TravelTimeIndex,CongestionLevel,RoadCapacityUtilization,IncidentReports,EnvironmentalImpact,PublicTransportUsage,TrafficSignalCompliance,ParkingUsage,PedestrianCyclistCount,WeatherConditions,RoadworkConstructionActivity,DayOfWeek,CongestionCategory,PeakHour,CongestionScore,AccidentRisk,WeatherGroup,UtilizationStatus
2022-01-16,Indiranagar,100 Feet Road,37666,35.9,1.5,100,100,4,125.33,71.84,77.93,75.52,104,Clear,No,Sunday,High,0,1049.1922005571032,404,Clear,Over Utilized
2022-01-16,Indiranagar,CMH Road,33681,39.07,1.5,100,100,2,117.36,77.02,60.35,99.89,105,Clear,Yes,Sunday,High,0,862.0680829280778,202,Clear,Over Utilized
2022-01-16,Koramangala,Sarjapur Road,47091,46.82,1.5,100,100,1,144.18,44.13,63.11,70.38,97,Clear,No,Sunday,High,0,1005.78812473302,101,Clear,Over Utilized
2022-01-16,M.G. Road,Trinity Circle,44425,37.13,1.5,100,100,2,138.85,15.1,76.11,64.76,92,Overcast,No,Sunday,High,0,1196.4718556423377,202,Other,Over Utilized
2022-01-16,M.G. Road,Anil Kumble Circle,50941,20,1.5,100,100,4,151.88,72.21,80.12,72.47,102,Clear,No,Sunday,High,0,2547.05,404,Clear,Over Utilized
2022-01-16,Jayanagar,Jayanagar 4th Block,28429,40.05,1.5,95.81,100,1,106.86,29,79.87,64.21,87,Clear,No,Sunday,High,0,709.8377028714108,96.81,Clear,Over Utilized
2022-01-16,Jayanagar,South End Circle,8373,45.15,1.11,32.05,37.49,1,66.75,27.28,89.64,65.81,179,Clear,No,Sunday,High,0,185.44850498338872,33.05,Clear,Over Utilized
2022-01-16,Hebbal,Hebbal Flyover,29521,44.45,1.5,100,100,1,109.04,58.09,79.75,69.38,104,Clear,No,Sunday,High,0,664.1394825646794,101,Clear,Over Utilized
2022-01-17,Indiranagar,100 Feet Road,43778,45.58,1.5,100,100,1,137.56,35.2,98.27,75.02,98,Clear,No,Monday,High,0,960.4651162790698,101,Clear,Over Utilized
2022-01-17,Indiranagar,CMH Road,11546,59.52,1.33,45.49,54.85,1,73.09,71.61,68.63,83.89,204,Clear,No,Monday,High,0,193.98521505376343,46.49,Clear,Over Utilized
2022-01-17,Whitefield,ITPL Main Road,28643,27.39,1.5,89.46,100,1,107.29,14.07,64.46,75.79,93,Clear,No,Monday,High,0,1045.7466228550566,90.46,Clear,Over Utilized
2022-01-17,Koramangala,Sony World Junction,14771,35.06,1.2,47.32,74.16,0,79.54,10.69,78.56,98.17,201,Clear,No,Monday,High,0,421.30633200228175,0,Clear,Over Utilized
2022-01-17,M.G. Road,Trinity Circle,13672,50.92,1.05,40.88,63.54,0,77.34,64.12,80.72,67.4,195,Clear,No,Monday,High,0,268.49960722702275,0,Clear,Over Utilized
2022-01-17,Jayanagar,South End Circle,38680,41.77,1.5,100,100,1,127.36,25.98,69.86,74.2,108,Clear,No,Monday,High,0,926.0234618146994,101,Clear,Over Utilized
2022-01-18,Indiranagar,CMH Road,22675,39.02,1.06,78.03,100,1,95.35,66.78,85.44,69.41,105,Clear,No,Tuesday,High,0,581.1122501281394,79.03,Clear,Over Utilized
2022-01-18,Whitefield,Marathahalli Bridge,24990,51.2,1.02,76.25,100,2,99.98,77.06,81.19,62.09,100,Clear,No,Tuesday,High,0,488.0859375,154.5,Clear,Over Utilized
2022-01-18,Koramangala,Sony World Junction,43308,34.17,1.5,100,100,1,136.62,69.06,99.25,89.66,112,Windy,No,Tuesday,High,0,1267.4275680421422,101,Other,Over Utilized
2022-01-18,M.G. Road,Anil Kumble Circle,30048,21.37,1.5,91.62,100,3,110.1,76.06,98.41,76.07,89,Fog,No,Tuesday,High,0,1406.0832943378568,277.86,Foggy,Over Utilized
2022-01-18,Hebbal,Hebbal Flyover,29980,50.62,1.5,90.18,100,2,109.96,54.41,68.88,66.08,112,Clear,No,Tuesday,High,0,592.2560252864481,182.36,Clear,Over Utilized
2022-01-18,Hebbal,Ballari Road,27611,38.39,1.5,87.81,100,2,105.22,63.27,74.87,69.62,123,Clear,No,Tuesday,High,0,719.2237561865069,177.62,Clear,Over Utilized
2022-01-18,Yeshwanthpur,Yeshwanthpur Circle,25136,22.55,1.5,78.59,100,1,100.27,45.42,68.83,51.95,72,Overcast,No,Tuesday,High,0,1114.678492239468,79.59,Other,Over Utilized
2022-01-19,Indiranagar,100 Feet Road,37647,61.34,1.5,100,100,4,125.29,64.63,79.05,74.88,90,Clear,No,Wednesday,High,0,613.743071405282,404,Clear,Over Utilized
2022-01-19,Indiranagar,CMH Road,24022,52.1,1.16,86.29,100,3,98.04,20.61,95.04,76.95,93,Clear,No,Wednesday,High,0,461.07485604606524,261.87,Clear,Over Utilized
2022-01-19,Whitefield,ITPL Main Road,21972,45.34,1.39,67.76,100,0,93.94,26.13,60.06,86.47,129,Rain,No,Wednesday,High,0,484.6052051168945,0,Rainy,Over Utilized
2022-01-19,Koramangala,Sarjapur Road,32388,25.19,1.5,100,100,5,114.78,51.34,86.44,53.92,101,Clear,No,Wednesday,High,0,1285.7483128225485,505,Clear,Over Utilized
2022-01-19,M.G. Road,Trinity Circle,22823,52.93,1.29,81.26,100,2,95.65,75.3,93.1,84.86,106,Overcast,No,Wednesday,High,0,431.19214056300774,164.52,Other,Over Utilized
2022-01-19,M.G. Road,Anil Kumble Circle,55355,28.83,1.5,100,100,5,160.71,76.3,79.85,69.03,89,Fog,No,Wednesday,High,0,1920.0485605272288,505,Foggy,Over Utilized
2022-01-19,Jayanagar,Jayanagar 4th Block,35758,39.55,1.5,100,100,3,121.52,45.34,88.74,93.13,89,Clear,No,Wednesday,High,0,904.1213653603035,303,Clear,Over Utilized
2022-01-19,Jayanagar,South End Circle,34084,26.37,1.5,100,100,2,118.17,53.74,82.87,91.64,116,Rain,Yes,Wednesday,High,0,1292.5293894577171,202,Rainy,Over Utilized
2022-01-19,Hebbal,Ballari Road,22499,29.85,1.13,79.65,100,0,95,64.86,71.43,71.64,105,Clear,No,Wednesday,High,0,753.7353433835846,0,Clear,Over Utilized
2022-01-20,Indiranagar,100 Feet Road,34920,21.74,1.5,100,100,1,119.84,40.24,99.21,53.38,100,Windy,No,Thursday,High,0,1606.2557497700093,101,Other,Over Utilized
2022-01-20,Indiranagar,CMH Road,34071,52.02,1.5,100,100,1,118.14,43.81,70.74,64.37,103,Clear,No,Thursday,High,0,654.959630911188,101,Clear,Over Utilized
2022-01-20,Whitefield,Marathahalli Bridge,9673,58.4,1.26,27.59,43.52,1,69.35,57.32,88.27,80.5,192,Clear,No,Thursday,High,0,165.63356164383563,28.59,Clear,Over Utilized
2022-01-20,Koramangala,Sony World Junction,29570,37.77,1.5,100,100,2,109.14,50.8,70.12,72.51,125,Overcast,No,Thursday,High,0,782.8964786867884,202,Other,Over Utilized
2022-01-20,Koramangala,Sarjapur Road,56542,33.59,1.5,100,100,1,163.08,40.41,88.94,50.45,103,Rain,No,Thursday,High,0,1683.2986007740396,101,Rainy,Over Utilized
2022-01-20,Electronic City,Silk Board Junction,12718,50.68,1.01,37.36,60.73,0,75.44,27.33,62.5,72.95,210,Rain,Yes,Thursday,High,0,250.94711917916337,0,Rainy,Over Utilized
2022-01-20,Yeshwanthpur,Yeshwanthpur Circle,23607,53.87,1.21,70.06,100,3,97.21,35.79,95.81,83.32,109,Rain,No,Thursday,High,0,438.2216447002042,213.18,Rainy,Over Utilized
2022-01-21,Indiranagar,100 Feet Road,37614,36.84,1.5,100,100,1,125.23,11.53,72.04,75.13,79,Overcast,No,Friday,High,0,1021.0097719869706,101,Other,Over Utilized
2022-01-21,Indiranagar,CMH Road,32230,43.13,1.5,100,100,0,114.46,23,86.57,94.08,110,Clear,No,Friday,High,0,747.2756781822397,0,Clear,Over Utilized
2022-01-21,Whitefield,Marathahalli Bridge,21898,57.45,1.14,70.07,100,4,93.8,34.81,80.23,97.06,113,Clear,No,Friday,High,0,381.1662315056571,284.28,Clear,Over Utilized
2022-01-21,Koramangala,Sony World Junction,63687,39.83,1.5,100,100,2,177.37,57.16,67.17,84.7,91,Clear,Yes,Friday,High,0,1598.9706251569169,202,Clear,Over Utilized
2022-01-21,M.G. Road,Trinity Circle,12718,49.25,1.14,34.5,60.81,0,75.44,52.54,69.81,52.89,195,Clear,No,Friday,High,0,258.2335025380711,0,Clear,Over Utilized
2022-01-21,M.G. Road,Anil Kumble Circle,34242,20,1.5,100,100,1,118.48,45.01,76.48,93.53,104,Clear,No,Friday,High,0,1712.1,101,Clear,Over Utilized
2022-01-21,Jayanagar,Jayanagar 4th Block,18866,36.94,1.08,60.72,98.29,0,87.73,45.55,76.77,50.91,109,Clear,No,Friday,High,0,510.72008662696265,0,Clear,Over Utilized
2022-01-21,Hebbal,Ballari Road,10280,62.59,1.33,40.69,54.83,0,70.56,33.35,91.66,72.56,185,Overcast,No,Friday,High,0,164.24348937529956,0,Other,Over Utilized
2022-01-21,Yeshwanthpur,Yeshwanthpur Circle,13448,54.41,1.22,54.19,62.91,1,76.9,36.28,92.15,71.67,192,Clear,No,Friday,High,0,247.1604484469767,55.19,Clear,Over Utilized
2022-01-21,Yeshwanthpur,Tumkur Road,17523,42.17,1.26,62.59,82.7,0,85.05,56.32,79.36,50.27,110,Clear,Yes,Friday,High,0,415.5323689826891,0,Clear,Over Utilized
2022-01-22,Indiranagar,100 Feet Road,38113,42.89,1.5,100,100,1,126.23,53.43,89.69,58.49,90,Fog,No,Saturday,High,0,888.6220564234087,101,Foggy,Over Utilized
2022-01-22,Indiranagar,CMH Road,38352,38.11,1.5,100,100,1,126.7,60.15,70.84,60.11,94,Clear,No,Saturday,High,0,1006.3500393597482,101,Clear,Over Utilized
2022-01-22,Koramangala,Sony World Junction,14092,60.19,1.33,50.16,73.42,0,78.18,58.47,70.56,96.95,206,Clear,No,Saturday,High,0,234.12526997840175,0,Clear,Over Utilized
2022-01-22,Koramangala,Sarjapur Road,26948,41.18,1.5,93.07,100,2,103.9,16.19,87.96,68.42,98,Clear,Yes,Saturday,High,0,654.3953375424963,188.14,Clear,Over Utilized
2022-01-22,Electronic City,Silk Board Junction,18286,42.37,1.13,68.91,95.31,0,86.57,73.07,99.85,91.27,112,Clear,Yes,Saturday,High,0,431.5789473684211,0,Clear,Over Utilized
2022-01-22,M.G. Road,Trinity Circle,56645,26.89,1.5,100,100,2,163.29,38.78,65.2,51.12,96,Clear,No,Saturday,High,0,2106.5451840833025,202,Clear,Over Utilized
2022-01-22,M.G. Road,Anil Kumble Circle,28669,41.3,1.5,86.34,100,4,107.34,50.67,99.63,87.84,98,Clear,No,Saturday,High,0,694.1646489104116,349.36,Clear,Over Utilized
2022-01-22,Jayanagar,Jayanagar 4th Block,35174,40.6,1.5,100,100,6,120.35,41.83,86.99,83.88,96,Clear,No,Saturday,High,0,866.3546798029556,606,Clear,Over Utilized
2022-01-22,Yeshwanthpur,Yeshwanthpur Circle,16461,61.85,1.07,58.97,81.86,1,82.92,21.88,60.77,88.96,103,Overcast,No,Saturday,High,0,266.143896523848,59.97,Other,Over Utilized
2022-01-23,Indiranagar,100 Feet Road,32690,31.87,1.5,100,100,3,115.38,13.64,61.27,71.17,83,Overcast,No,Sunday,High,0,1025.7295262001883,303,Other,Over Utilized
2022-01-23,Indiranagar,CMH Road,25259,26.96,1.5,79.93,100,1,100.52,72.82,84.91,98.67,99,Clear,No,Sunday,High,0,936.906528189911,80.93,Clear,Over Utilized
2022-01-23,Whitefield,Marathahalli Bridge,33372,38.08,1.5,100,100,1,116.74,24.76,69.17,73.46,93,Clear,No,Sunday,High,0,876.3655462184875,101,Clear,Over Utilized
2022-01-23,Electronic City,Silk Board Junction,14390,34.58,1.09,40.56,69.51,0,78.78,57.18,62.5,60.53,214,Clear,No,Sunday,High,0,416.1364950838635,0,Clear,Over Utilized
2022-01-23,M.G. Road,Trinity Circle,11081,43.5,1.23,43.01,51.78,0,72.16,45.39,65.76,81.2,190,Clear,No,Sunday,High,0,254.73563218390805,0,Clear,Over Utilized
2022-01-23,M.G. Road,Anil Kumble Circle,51532,28.64,1.5,100,100,4,153.06,47.66,93.6,99.47,114,Clear,No,Sunday,High,0,1799.3016759776535,404,Clear,Over Utilized
2022-01-23,Jayanagar,South End Circle,25726,45.36,1.5,92.95,100,2,101.45,18.82,67.86,97.57,89,Clear,No,Sunday,High,0,567.1516754850088,187.9,Clear,Over Utilized
2022-01-23,Hebbal,Ballari Road,34430,23.32,1.5,100,100,1,118.86,25.31,67.31,91.29,88,Fog,No,Sunday,High,0,1476.4150943396226,101,Foggy,Over Utilized
2022-01-23,Yeshwanthpur,Yeshwanthpur Circle,22204,49.68,1.07,77.47,100,2,94.41,28.43,60.03,93.53,109,Fog,No,Sunday,High,0,446.9404186795491,156.94,Foggy,Over Utilized
2022-01-24,Indiranagar,100 Feet Road,12829,44.73,1.02,38.59,61.22,0,75.66,73.59,78.72,73.31,211,Clear,No,Monday,High,0,286.80974737312766,0,Clear,Over Utilized
2022-01-24,Indiranagar,CMH Road,45895,48.88,1.5,100,100,0,141.79,24.31,73.62,75.53,103,Clear,No,Monday,High,0,938.9320785597381,0,Clear,Over Utilized
2022-01-24,Whitefield,Marathahalli Bridge,5915,62.25,1.34,12.93,24.82,0,61.83,26.62,61.98,86.23,180,Clear,No,Monday,High,0,95.02008032128514,0,Clear,Over Utilized
2022-01-24,Whitefield,ITPL Main Road,37716,28.85,1.5,100,100,2,125.43,75.04,75.49,53.31,101,Clear,No,Monday,High,0,1307.313691507799,202,Clear,Over Utilized
2022-01-24,Koramangala,Sony World Junction,62021,36.96,1.5,100,100,5,174.04,29.42,71.26,98.17,106,Windy,No,Monday,High,0,1678.0573593073593,505,Other,Over Utilized
2022-01-24,Koramangala,Sarjapur Road,13360,41.08,1.14,51.22,71.15,0,76.72,36.08,97.15,53.09,177,Clear,No,Monday,High,0,325.2190847127556,0,Clear,Over Utilized
2022-01-24,M.G. Road,Trinity Circle,30151,31.28,1.5,100,100,4,110.3,10.48,68.5,83.18,97,Overcast,No,Monday,High,0,963.9066496163682,404,Other,Over Utilized
2022-01-24,Jayanagar,Jayanagar 4th Block,24526,38.91,1.07,78.6,100,1,99.05,61.44,81.26,64.4,100,Clear,No,Monday,High,0,630.3263942431253,79.6,Clear,Over Utilized
2022-01-24,Jayanagar,South End Circle,19822,46.06,1.14,70.73,100,5,89.64,32.88,60.43,91.33,110,Clear,No,Monday,High,0,430.35171515414675,358.65000000000003,Clear,Over Utilized
2022-01-24,Hebbal,Hebbal Flyover,46065,41.02,1.5,100,100,1,142.13,22.08,82.72,64.82,120,Windy,No,Monday,High,0,1122.9887859580692,101,Other,Over Utilized
2022-01-24,Yeshwanthpur,Tumkur Road,7129,41.98,1.18,18.29,36.78,0,64.26,50.43,74.37,91.18,215,Clear,No,Monday,High,0,169.81896141019536,0,Clear,Over Utilized
2022-01-25,Indiranagar,100 Feet Road,20961,20,1.34,64.29,100,2,91.92,42.14,72.13,96.63,105,Clear,No,Tuesday,High,0,1048.05,130.58,Clear,Over Utilized
2022-01-25,Indiranagar,CMH Road,24321,45.53,1.22,85.37,100,1,98.64,52.9,97.54,83.09,82,Clear,No,Tuesday,High,0,534.1752690533714,86.37,Clear,Over Utilized
2022-01-25,Koramangala,Sony World Junction,29069,32.11,1.5,93.99,100,2,108.14,37.67,67.27,57.84,111,Clear,No,Tuesday,High,0,905.2943008408596,189.98,Clear,Over Utilized
2022-01-25,Electronic City,Silk Board Junction,19060,42.44,1.37,71.86,96.65,3,88.12,57.42,77.14,86.57,111,Overcast,No,Tuesday,High,0,449.1046182846372,218.57999999999998,Other,Over Utilized
2022-01-25,M.G. Road,Anil Kumble Circle,25628,38.1,1.5,92.31,100,2,101.26,32.76,61.57,63.6,128,Fog,No,Tuesday,High,0,672.6509186351706,186.62,Foggy,Over Utilized
2022-01-25,Hebbal,Ballari Road,30220,31.64,1.5,100,100,0,110.44,75.7,67.25,81.14,91,Clear,No,Tuesday,High,0,955.1201011378002,0,Clear,Over Utilized
2022-01-25,Yeshwanthpur,Yeshwanthpur Circle,16992,40.24,1.36,48.32,83.89,0,83.98,11.16,86.47,80.12,89,Clear,No,Tuesday,High,0,422.26640159045724,0,Clear,Over Utilized
2022-01-26,Indiranagar,100 Feet Road,22812,43.94,1.02,77.52,100,0,95.62,50.83,60.45,89.37,94,Clear,No,Wednesday,High,0,519.1624943104233,0,Clear,Over Utilized
2022-01-26,Whitefield,ITPL Main Road,25420,32.32,1.5,82.23,100,0,100.84,39.83,93.29,90.28,91,Overcast,No,Wednesday,High,0,786.509900990099,0,Other,Over Utilized
2022-01-26,Koramangala,Sony World Junction,47525,31.31,1.5,100,100,1,145.05,44.48,77.68,66.72,97,Clear,No,Wednesday,High,0,1517.8856595336954,101,Clear,Over Utilized
2022-01-26,Electronic City,Silk Board Junction,10387,31.54,1.16,38.22,47.5,0,70.77,37.43,87.89,59.67,206,Overcast,No,Wednesday,High,0,329.3278376664553,0,Other,Over Utilized
2022-01-26,M.G. Road,Trinity Circle,23066,39.99,1.27,83.41,100,2,96.13,61.66,74.42,83.56,93,Windy,No,Wednesday,High,0,576.7941985496374,168.82,Other,Over Utilized
2022-01-26,Yeshwanthpur,Tumkur Road,17057,62.67,1.17,53.46,85.93,1,84.11,75.41,87.56,91.16,102,Clear,No,Wednesday,High,0,272.17169299505343,54.46,Clear,Over Utilized
2022-01-27,Indiranagar,100 Feet Road,50653,27.76,1.5,100,100,0,151.31,18.82,99.17,83.69,112,Rain,No,Thursday,High,0,1824.6757925072045,0,Rainy,Over Utilized
2022-01-27,Indiranagar,CMH Road,30838,53.28,1.5,98.31,100,2,111.68,53.77,89.88,60.94,80,Rain,No,Thursday,High,0,578.7912912912913,198.62,Rainy,Over Utilized
2022-01-27,Whitefield,Marathahalli Bridge,23141,23.85,1.37,73.78,100,0,96.28,15.71,70.34,51.39,104,Clear,No,Thursday,High,0,970.2725366876309,0,Clear,Over Utilized
2022-01-27,Whitefield,ITPL Main Road,24554,54.38,1.23,81.85,100,0,99.11,52.06,73.64,95.86,97,Fog,No,Thursday,High,0,451.5262964325119,0,Foggy,Over Utilized
2022-01-27,Koramangala,Sony World Junction,45333,36.52,1.5,100,100,2,140.67,29.04,68.72,83.09,104,Clear,No,Thursday,High,0,1241.3198247535595,202,Clear,Over Utilized
2022-01-27,Koramangala,Sarjapur Road,39089,42.09,1.5,100,100,3,128.18,38.14,89.16,88.99,86,Fog,No,Thursday,High,0,928.7004038964124,303,Foggy,Over Utilized
2022-01-27,Electronic City,Hosur Road,7170,46.34,1.38,25.21,35.99,0,64.34,48.42,75.2,80.36,195,Clear,No,Thursday,High,0,154.7259387138541,0,Clear,Over Utilized
2022-01-27,Electronic City,Silk Board Junction,11936,47.75,1.21,47.26,64.64,0,73.87,66.87,73.08,65.29,196,Rain,No,Thursday,High,0,249.96858638743456,0,Rainy,Over Utilized
2022-01-27,M.G. Road,Trinity Circle,39649,24.74,1.5,100,100,5,129.3,11.8,71.38,72.15,103,Clear,No,Thursday,High,0,1602.6273241713825,505,Clear,Over Utilized
2022-01-27,Jayanagar,Jayanagar 4th Block,30365,58.2,1.5,92.94,100,0,110.73,50.99,81.77,61.69,104,Clear,No,Thursday,High,0,521.7353951890034,0,Clear,Over Utilized
2022-01-27,Hebbal,Hebbal Flyover,21672,47.39,1.32,73.9,100,2,93.34,23.3,88.07,77.82,96,Clear,No,Thursday,High,0,457.31166912850813,149.8,Clear,Over Utilized
2022-01-27,Hebbal,Ballari Road,26920,47.3,1.5,93.25,100,3,103.84,27.56,64.82,79.23,80,Clear,No,Thursday,High,0,569.1331923890064,282.75,Clear,Over Utilized
2022-01-28,Indiranagar,100 Feet Road,22144,42.61,1.35,72.11,100,3,94.29,66.96,97.62,82.44,124,Clear,No,Friday,High,0,519.6902135648909,219.32999999999998,Clear,Over Utilized
2022-01-28,Indiranagar,CMH Road,33499,31.38,1.5,100,100,2,117,48.67,83.81,93.6,102,Overcast,No,Friday,High,0,1067.5270873167624,202,Other,Over Utilized
2022-01-28,Whitefield,Marathahalli Bridge,23387,53.04,1.12,70.83,100,2,96.77,75.77,90.21,79.33,111,Clear,No,Friday,High,0,440.9313725490196,143.66,Clear,Over Utilized
2022-01-28,Koramangala,Sarjapur Road,61743,20,1.5,100,100,4,173.49,78.78,63.45,90.72,93,Clear,No,Friday,High,0,3087.15,404,Clear,Over Utilized
2022-01-28,Electronic City,Silk Board Junction,17296,53.07,1.09,56.5,81.96,2,84.59,34.72,91.99,77.73,111,Fog,No,Friday,High,0,325.90917655926137,115,Foggy,Over Utilized
2022-01-28,M.G. Road,Trinity Circle,61089,43.89,1.5,100,100,1,172.18,14.17,84.17,88.18,101,Rain,Yes,Friday,High,0,1391.8660287081339,101,Rainy,Over Utilized
2022-01-28,M.G. Road,Anil Kumble Circle,24965,39.52,1.15,74.24,100,2,99.93,68.74,65.81,75.28,80,Clear,No,Friday,High,0,631.7054655870445,150.48,Clear,Over Utilized
2022-01-28,Jayanagar,South End Circle,44414,40.96,1.5,100,100,2,138.83,21.89,65.08,56.16,100,Clear,No,Friday,High,0,1084.326171875,202,Clear,Over Utilized
2022-01-28,Yeshwanthpur,Yeshwanthpur Circle,12421,46.02,1,44.81,63.52,0,74.84,44.28,76.62,51.2,193,Clear,No,Friday,High,0,269.9043893959148,0,Clear,Over Utilized
2022-01-29,Indiranagar,100 Feet Road,21212,39.34,1.04,64.29,100,1,92.42,43.26,96.9,53.64,93,Fog,No,Saturday,High,0,539.196746314184,65.29,Foggy,Over Utilized
2022-01-29,Indiranagar,CMH Road,46015,40.96,1.5,100,100,3,142.03,61.16,76.8,78.92,111,Overcast,Yes,Saturday,High,0,1123.4130859375,303,Other,Over Utilized
2022-01-29,Whitefield,ITPL Main Road,17369,56.04,1.21,67.83,83.2,1,84.74,19.31,66.35,97.46,96,Clear,No,Saturday,High,0,309.9393290506781,68.83,Clear,Over Utilized
2022-01-29,Koramangala,Sony World Junction,41459,37.64,1.5,100,100,1,132.92,61.96,61.01,67.74,109,Clear,No,Saturday,High,0,1101.461211477152,101,Clear,Over Utilized
2022-01-29,Koramangala,Sarjapur Road,47061,49.67,1.5,100,100,1,144.12,51.95,80.55,64.41,93,Clear,No,Saturday,High,0,947.4733239379907,101,Clear,Over Utilized
2022-01-29,Electronic City,Silk Board Junction,18698,37.43,1.22,60.47,93.7,1,87.4,11.58,94.47,78.86,114,Overcast,No,Saturday,High,0,499.5458188618755,61.47,Other,Over Utilized
2022-01-29,M.G. Road,Trinity Circle,46919,37.87,1.5,100,100,1,143.84,48.86,83.52,71.32,103,Clear,No,Saturday,High,0,1238.949036176393,101,Clear,Over Utilized
2022-01-29,M.G. Road,Anil Kumble Circle,24561,29.37,1.32,72.15,100,3,99.12,20.76,95.45,72.93,102,Rain,No,Saturday,High,0,836.261491317671,219.45000000000002,Rainy,Over Utilized
2022-01-29,Hebbal,Hebbal Flyover,38893,39.51,1.5,100,100,3,127.79,63.06,90.4,65.63,97,Windy,No,Saturday,High,0,984.3837003290307,303,Other,Over Utilized
2022-01-29,Yeshwanthpur,Yeshwanthpur Circle,23280,55.54,1.39,75.47,100,3,96.56,45.31,72.49,71.37,104,Clear,No,Saturday,High,0,419.15736406193736,229.41,Clear,Over Utilized
2022-01-29,Yeshwanthpur,Tumkur Road,14218,45.76,1.15,52.42,75.06,1,78.44,76.94,75.07,66.96,172,Clear,No,Saturday,High,0,310.708041958042,53.42,Clear,Over Utilized
2022-01-30,Indiranagar,100 Feet Road,46490,42.17,1.5,100,100,1,142.98,58.32,97.8,84.13,95,Rain,No,Sunday,High,0,1102.4424946644533,101,Rainy,Over Utilized
2022-01-30,Indiranagar,CMH Road,24746,48.12,1.05,91.53,100,4,99.49,70.1,65.27,85.25,107,Clear,No,Sunday,High,0,514.2560266001663,370.12,Clear,Over Utilized
2022-01-30,Whitefield,Marathahalli Bridge,7796,63.07,1.34,23.65,35.66,1,65.59,23.24,88.82,75.56,204,Overcast,No,Sunday,High,0,123.60868875852228,24.65,Other,Over Utilized
2022-01-30,Koramangala,Sony World Junction,64872,45.57,1.5,100,100,1,179.74,38.54,95.46,52.36,104,Clear,No,Sunday,High,0,1423.5681369321921,101,Clear,Over Utilized
2022-01-30,Koramangala,Sarjapur Road,41932,31.97,1.5,100,100,2,133.86,34.09,80.82,72.03,114,Clear,No,Sunday,High,0,1311.6046293400063,202,Clear,Over Utilized
2022-01-30,Electronic City,Silk Board Junction,6995,62.03,1.17,21.76,37.83,0,63.99,67.42,85.95,70.95,198,Fog,No,Sunday,High,0,112.76801547638239,0,Foggy,Over Utilized
2022-01-30,M.G. Road,Trinity Circle,38991,35.21,1.5,100,100,0,127.98,24.3,76.75,60.98,112,Clear,No,Sunday,High,0,1107.38426583357,0,Clear,Over Utilized
2022-01-30,M.G. Road,Anil Kumble Circle,38640,42.4,1.5,100,100,1,127.28,53.49,88.75,55.53,92,Clear,Yes,Sunday,High,0,911.3207547169811,101,Clear,Over Utilized
2022-01-30,Jayanagar,Jayanagar 4th Block,33230,20,1.5,100,100,2,116.46,64.46,78.43,99.44,108,Clear,No,Sunday,High,0,1661.5,202,Clear,Over Utilized
2022-01-30,Hebbal,Hebbal Flyover,25736,29.83,1.5,92.16,100,1,101.47,31.55,69.65,61.68,81,Clear,No,Sunday,High,0,862.755615152531,93.16,Clear,Over Utilized
2022-01-30,Hebbal,Ballari Road,15848,44.14,1.04,61.89,74.84,0,81.7,30.86,72.82,58.21,109,Rain,No,Sunday,High,0,359.0394200271862,0,Rainy,Over Utilized
2022-01-30,Yeshwanthpur,Yeshwanthpur Circle,29940,30.32,1.5,100,100,3,109.88,69.78,60.53,75.59,116,Overcast,No,Sunday,High,0,987.467018469657,303,Other,Over Utilized
2022-01-30,Yeshwanthpur,Tumkur Road,11222,29,1.22,30.6,58.02,0,72.44,31.72,80.13,89.82,210,Clear,No,Sunday,High,0,386.9655172413793,0,Clear,Over Utilized
2022-01-31,Indiranagar,100 Feet Road,22992,44.05,1.11,85.75,100,1,95.98,22.54,75.69,97.39,88,Clear,No,Monday,High,0,521.9523269012486,86.75,Clear,Over Utilized
2022-01-31,Indiranagar,CMH Road,39591,20.24,1.5,100,100,5,129.18,33.44,72.55,81.78,96,Clear,No,Monday,High,0,1956.0770750988145,505,Clear,Over Utilized
