Dates,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2022-01-23,M.G. Road,Trinity Circle,11081,43.50,1.23,43.01,51.78,0,72.16,45.39,65.76,81.20,190,Clear,No
2022-01-23,M.G. Road,Anil Kumble Circle,51532,28.64,1.50,100.00,100.00,4,153.06,47.66,93.60,99.47,114,Clear,No
2022-01-23,Jayanagar,South End Circle,25726,45.36,1.50,92.95,100.00,2,101.45,18.82,67.86,97.57,89,Clear,No
2022-01-23,Hebbal,Ballari Road,34430,23.32,1.50,100.00,100.00,1,118.86,25.31,67.31,91.29,88,Fog,No
2022-01-23,Yeshwanthpur,Yeshwanthpur Circle,22204,49.68,1.07,77.47,100.00,2,94.41,28.43,60.03,93.53,109,Fog,No
2022-01-24,Indiranagar,100 Feet Road,12829,44.73,1.02,38.59,61.22,0,75.66,73.59,78.72,73.31,211,Clear,No
2022-01-24,Indiranagar,CMH Road,45895,48.88,1.50,100.00,100.00,0,141.79,24.31,73.62,75.53,103,Clear,No
2022-01-24,Whitefield,Marathahalli Bridge,5915,62.25,1.34,12.93,24.82,0,61.83,26.62,61.98,86.23,180,Clear,No
2022-01-24,Whitefield,ITPL Main Road,37716,28.85,1.50,100.00,100.00,2,125.43,75.04,75.49,53.31,101,Clear,No
2022-01-24,Koramangala,Sony World Junction,62021,36.96,1.50,100.00,100.00,5,174.04,29.42,71.26,98.17,106,Windy,No
2022-01-24,Koramangala,Sarjapur Road,13360,41.08,1.14,51.22,71.15,0,76.72,36.08,97.15,53.09,177,Clear,No
2022-01-24,M.G. Road,Trinity Circle,30151,31.28,1.50,100.00,100.00,4,110.30,10.48,68.50,83.18,97,Overcast,No
2022-01-24,Jayanagar,Jayanagar 4th Block,24526,38.91,1.07,78.60,100.00,1,99.05,61.44,81.26,64.40,100,Clear,No
2022-01-24,Jayanagar,South End Circle,19822,46.06,1.14,70.73,100.00,5,89.64,32.88,60.43,91.33,110,Clear,No
2022-01-24,Hebbal,Hebbal Flyover,46065,41.02,1.50,100.00,100.00,1,142.13,22.08,82.72,64.82,120,Windy,No
2022-01-24,Yeshwanthpur,Tumkur Road,7129,41.98,1.18,18.29,36.78,0,64.26,50.43,74.37,91.18,215,Clear,No
2022-01-25,Indiranagar,100 Feet Road,20961,20.00,1.34,64.29,100.00,2,91.92,42.14,72.13,96.63,105,Clear,No
2022-01-25,Indiranagar,CMH Road,24321,45.53,1.22,85.37,100.00,1,98.64,52.90,97.54,83.09,82,Clear,No
2022-01-25,Koramangala,Sony World Junction,29069,32.11,1.50,93.99,100.00,2,108.14,37.67,67.27,57.84,111,Clear,No
2022-01-25,Electronic City,Silk Board Junction,19060,42.44,1.37,71.86,96.65,3,88.12,57.42,77.14,86.57,111,Overcast,No
2022-01-25,M.G. Road,Anil Kumble Circle,25628,38.10,1.50,92.31,100.00,2,101.26,32.76,61.57,63.60,128,Fog,No
2022-01-25,Hebbal,Ballari Road,30220,31.64,1.50,100.00,100.00,0,110.44,75.70,67.25,81.14,91,Clear,No
2022-01-25,Yeshwanthpur,Yeshwanthpur Circle,16992,40.24,1.36,48.32,83.89,0,83.98,11.16,86.47,80.12,89,Clear,No
2022-01-26,Indiranagar,100 Feet Road,22812,43.94,1.02,77.52,100.00,0,95.62,50.83,60.45,89.37,94,Clear,No
2022-01-26,Whitefield,ITPL Main Road,25420,32.32,1.50,82.23,100.00,0,100.84,39.83,93.29,90.28,91,Overcast,No
2022-01-26,Koramangala,Sony World Junction,47525,31.31,1.50,100.00,100.00,1,145.05,44.48,77.68,66.72,97,Clear,No
2022-01-26,Electronic City,Silk Board Junction,10387,31.54,1.16,38.22,47.50,0,70.77,37.43,87.89,59.67,206,Overcast,No
2022-01-26,M.G. Road,Trinity Circle,23066,39.99,1.27,83.41,100.00,2,96.13,61.66,74.42,83.56,93,Windy,No
2022-01-26,Yeshwanthpur,Tumkur Road,17057,62.67,1.17,53.46,85.93,1,84.11,75.41,87.56,91.16,102,Clear,No
2022-01-27,Indiranagar,100 Feet Road,50653,27.76,1.50,100.00,100.00,0,151.31,18.82,99.17,83.69,112,Rain,No
2022-01-27,Indiranagar,CMH Road,30838,53.28,1.50,98.31,100.00,2,111.68,53.77,89.88,60.94,80,Rain,No
2022-01-27,Whitefield,Marathahalli Bridge,23141,23.85,1.37,73.78,100.00,0,96.28,15.71,70.34,51.39,104,Clear,No
2022-01-27,Whitefield,ITPL Main Road,24554,54.38,1.23,81.85,100.00,0,99.11,52.06,73.64,95.86,97,Fog,No
2022-01-27,Koramangala,Sony World Junction,45333,36.52,1.50,100.00,100.00,2,140.67,29.04,68.72,83.09,104,Clear,No
2022-01-27,Koramangala,Sarjapur Road,39089,42.09,1.50,100.00,100.00,3,128.18,38.14,89.16,88.99,86,Fog,No
2022-01-27,Electronic City,Hosur Road,7170,46.34,1.38,25.21,35.99,0,64.34,48.42,75.20,80.36,195,Clear,No
2022-01-27,Electronic City,Silk Board Junction,11936,47.75,1.21,47.26,64.64,0,73.87,66.87,73.08,65.29,196,Rain,No
2022-01-27,M.G. Road,Trinity Circle,39649,24.74,1.50,100.00,100.00,5,129.30,11.80,71.38,72.15,103,Clear,No
2022-01-27,Jayanagar,Jayanagar 4th Block,30365,58.20,1.50,92.94,100.00,0,110.73,50.99,81.77,61.69,104,Clear,No
2022-01-27,Hebbal,Hebbal Flyover,21672,47.39,1.32,73.90,100.00,2,93.34,23.30,88.07,77.82,96,Clear,No
2022-01-27,Hebbal,Ballari Road,26920,47.30,1.50,93.25,100.00,3,103.84,27.56,64.82,79.23,80,Clear,No
2022-01-28,Indiranagar,100 Feet Road,22144,42.61,1.35,72.11,100.00,3,94.29,66.96,97.62,82.44,124,Clear,No
2022-01-28,Indiranagar,CMH Road,33499,31.38,1.50,100.00,100.00,2,117.00,48.67,83.81,93.60,102,Overcast,No
2022-01-28,Whitefield,Marathahalli Bridge,23387,53.04,1.12,70.83,100.00,2,96.77,75.77,90.21,79.33,111,Clear,No
2022-01-28,Koramangala,Sarjapur Road,61743,20.00,1.50,100.00,100.00,4,173.49,78.78,63.45,90.72,93,Clear,No
2022-01-28,Electronic City,Silk Board Junction,17296,53.07,1.09,56.50,81.96,2,84.59,34.72,91.99,77.73,111,Fog,No
2022-01-28,M.G. Road,Trinity Circle,61089,43.89,1.50,100.00,100.00,1,172.18,14.17,84.17,88.18,101,Rain,Yes
2022-01-28,M.G. Road,Anil Kumble Circle,24965,39.52,1.15,74.24,100.00,2,99.93,68.74,65.81,75.28,80,Clear,No
2022-01-28,Jayanagar,South End Circle,44414,40.96,1.50,100.00,100.00,2,138.83,21.89,65.08,56.16,100,Clear,No
2022-01-28,Yeshwanthpur,Yeshwanthpur Circle,12421,46.02,1.00,44.81,63.52,0,74.84,44.28,76.62,51.20,193,Clear,No
2022-01-29,Indiranagar,100 Feet Road,21212,39.34,1.04,64.29,100.00,1,92.42,43.26,96.90,53.64,93,Fog,No
2022-01-29,Indiranagar,CMH Road,46015,40.96,1.50,100.00,100.00,3,142.03,61.16,76.80,78.92,111,Overcast,Yes
2022-01-29,Whitefield,ITPL Main Road,17369,56.04,1.21,67.83,83.20,1,84.74,19.31,66.35,97.46,96,Clear,No
2022-01-29,Koramangala,Sony World Junction,41459,37.64,1.50,100.00,100.00,1,132.92,61.96,61.01,67.74,109,Clear,No
2022-01-29,Koramangala,Sarjapur Road,47061,49.67,1.50,100.00,100.00,1,144.12,51.95,80.55,64.41,93,Clear,No
2022-01-29,Electronic City,Silk Board Junction,18698,37.43,1.22,60.47,93.70,1,87.40,11.58,94.47,78.86,114,Overcast,No
2022-01-29,M.G. Road,Trinity Circle,46919,37.87,1.50,100.00,100.00,1,143.84,48.86,83.52,71.32,103,Clear,No
2022-01-29,M.G. Road,Anil Kumble Circle,24561,29.37,1.32,72.15,100.00,3,99.12,20.76,95.45,72.93,102,Rain,No
2022-01-29,Hebbal,Hebbal Flyover,38893,39.51,1.50,100.00,100.00,3,127.79,63.06,90.40,65.63,97,Windy,No
2022-01-29,Yeshwanthpur,Yeshwanthpur Circle,23280,55.54,1.39,75.47,100.00,3,96.56,45.31,72.49,71.37,104,Clear,No
2022-01-29,Yeshwanthpur,Tumkur Road,14218,45.76,1.15,52.42,75.06,1,78.44,76.94,75.07,66.96,172,Clear,No
2022-01-30,Indiranagar,100 Feet Road,46490,42.17,1.50,100.00,100.00,1,142.98,58.32,97.80,84.13,95,Rain,No
2022-01-30,Indiranagar,CMH Road,24746,48.12,1.05,91.53,100.00,4,99.49,70.10,65.27,85.25,107,Clear,No
2022-01-30,Whitefield,Marathahalli Bridge,7796,63.07,1.34,23.65,35.66,1,65.59,23.24,88.82,75.56,204,Overcast,No
2022-01-30,Koramangala,Sony World Junction,64872,45.57,1.50,100.00,100.00,1,179.74,38.54,95.46,52.36,104,Clear,No
2022-01-30,Koramangala,Sarjapur Road,41932,31.97,1.50,100.00,100.00,2,133.86,34.09,80.82,72.03,114,Clear,No
2022-01-30,Electronic City,Silk Board Junction,6995,62.03,1.17,21.76,37.83,0,63.99,67.42,85.95,70.95,198,Fog,No
2022-01-30,M.G. Road,Trinity Circle,38991,35.21,1.50,100.00,100.00,0,127.98,24.30,76.75,60.98,112,Clear,No
2022-01-30,M.G. Road,Anil Kumble Circle,38640,42.40,1.50,100.00,100.00,1,127.28,53.49,88.75,55.53,92,Clear,Yes
2022-01-30,Jayanagar,Jayanagar 4th Block,33230,20.00,1.50,100.00,100.00,2,116.46,64.46,78.43,99.44,108,Clear,No
2022-01-30,Hebbal,Hebbal Flyover,25736,29.83,1.50,92.16,100.00,1,101.47,31.55,69.65,61.68,81,Clear,No
2022-01-30,Hebbal,Ballari Road,15848,44.14,1.04,61.89,74.84,0,81.70,30.86,72.82,58.21,109,Rain,No
2022-01-30,Yeshwanthpur,Yeshwanthpur Circle,29940,30.32,1.50,100.00,100.00,3,109.88,69.78,60.53,75.59,116,Overcast,No
2022-01-30,Yeshwanthpur,Tumkur Road,11222,29.00,1.22,30.60,58.02,0,72.44,31.72,80.13,89.82,210,Clear,No
2022-01-31,Indiranagar,100 Feet Road,22992,44.05,1.11,85.75,100.00,1,95.98,22.54,75.69,97.39,88,Clear,No
2022-01-31,Indiranagar,CMH Road,39591,20.24,1.50,100.00,100.00,5,129.18,33.44,72.55,81.78,96,Clear,No
2022-01-31,Whitefield,Marathahalli Bridge,14771,37.90,1.12,52.09,74.86,1,79.54,67.68,68.16,73.45,214,Clear,No
2022-01-31,Whitefield,ITPL Main Road,22903,43.49,1.24,71.16,100.00,0,95.81,20.30,71.92,54.49,116,Clear,No
2022-01-31,Koramangala,Sony World Junction,62650,26.93,1.50,100.00,100.00,2,175.30,21.64,96.66,66.39,96,Clear,No
2022-01-31,M.G. Road,Trinity Circle,22934,43.04,1.30,84.83,100.00,3,95.87,34.62,96.38,78.45,108,Clear,No
2022-01-31,Jayanagar,Jayanagar 4th Block,27478,40.71,1.50,96.43,100.00,2,104.96,38.13,86.95,72.52,108,Rain,No
2022-01-31,Hebbal,Ballari Road,19766,61.65,1.09,75.23,100.00,4,89.53,59.51,70.09,72.34,86,Clear,Yes
2022-01-31,Yeshwanthpur,Tumkur Road,21544,57.15,1.06,76.38,100.00,4,93.09,55.39,62.74,94.87,86,Overcast,No
2022-02-01,Indiranagar,100 Feet Road,34763,44.13,1.50,100.00,100.00,2,119.53,40.12,66.62,85.33,101,Clear,No
2022-02-01,Indiranagar,CMH Road,26233,36.86,1.50,90.78,100.00,4,102.47,13.70,89.04,56.07,94,Clear,No
2022-02-01,Whitefield,Marathahalli Bridge,16695,45.87,1.29,64.10,86.10,0,83.39,23.44,86.67,81.17,103,Clear,No
2022-02-01,Koramangala,Sony World Junction,67693,27.25,1.50,100.00,100.00,4,185.39,32.95,89.49,51.84,99,Overcast,Yes
2022-02-01,Koramangala,Sarjapur Road,42409,34.69,1.50,100.00,100.00,2,134.82,40.04,63.00,55.31,111,Clear,No
2022-02-01,Electronic City,Silk Board Junction,21532,42.87,1.10,70.21,100.00,3,93.06,32.09,64.26,68.34,85,Windy,No
2022-02-01,M.G. Road,Anil Kumble Circle,41586,20.84,1.50,100.00,100.00,2,133.17,74.72,62.25,74.28,116,Clear,No
2022-02-01,Jayanagar,Jayanagar 4th Block,38802,63.15,1.50,100.00,100.00,3,127.60,57.82,97.30,78.78,87,Fog,No
2022-02-01,Yeshwanthpur,Tumkur Road,15527,56.27,1.12,45.44,80.20,0,81.05,25.81,84.66,52.02,95,Clear,No
2022-02-02,Indiranagar,100 Feet Road,25267,28.02,1.50,82.73,100.00,0,100.53,12.41,77.83,90.83,114,Clear,No
2022-02-02,Indiranagar,CMH Road,43605,49.21,1.50,100.00,100.00,4,137.21,65.86,89.54,53.19,97,Clear,No
2022-02-02,Koramangala,Sarjapur Road,64219,33.13,1.50,100.00,100.00,1,178.44,62.93,75.75,80.41,98,Clear,Yes
2022-02-02,Electronic City,Hosur Road,16635,34.60,1.16,46.60,84.01,1,83.27,51.85,86.59,70.97,106,Clear,Yes
2022-02-02,M.G. Road,Trinity Circle,13154,44.58,1.17,43.89,69.87,1,76.31,65.85,94.57,72.84,199,Windy,No
2022-02-02,M.G. Road,Anil Kumble Circle,48936,34.65,1.50,100.00,100.00,3,147.87,13.82,98.87,75.63,94,Overcast,No
2022-02-02,Jayanagar,Jayanagar 4th Block,19972,37.88,1.19,61.12,96.52,0,89.94,75.79,73.72,99.41,100,Overcast,No
2022-02-02,Hebbal,Ballari Road,9027,54.82,1.07,20.88,40.35,1,68.05,42.74,84.24,71.42,221,Clear,No
2022-02-02,Yeshwanthpur,Yeshwanthpur Circle,26775,42.35,1.50,91.55,100.00,3,103.55,77.12,65.71,78.99,93,Clear,No
2022-02-02,Yeshwanthpur,Tumkur Road,22482,20.00,1.10,71.27,100.00,3,94.96,49.96,96.38,50.31,84,Windy,No
2022-02-03,Indiranagar,100 Feet Road,27713,30.18,1.50,97.04,100.00,2,105.43,38.40,66.77,98.87,112,Rain,No
2022-02-03,Indiranagar,CMH Road,36829,35.09,1.50,100.00,100.00,1,123.66,36.92,73.88,71.59,109,Fog,No
2022-02-03,Whitefield,Marathahalli Bridge,28961,27.79,1.50,96.63,100.00,0,107.92,55.38,80.44,72.28,113,Clear,No
2022-02-03,Koramangala,Sarjapur Road,12738,35.98,1.35,37.34,68.36,1,75.48,34.36,95.82,98.33,198,Clear,No
2022-02-03,Electronic City,Hosur Road,13279,32.79,1.13,44.08,64.60,0,76.56,31.66,99.00,70.56,198,Windy,No
2022-02-03,M.G. Road,Trinity Circle,39786,28.90,1.50,100.00,100.00,2,129.57,12.12,93.75,73.02,91,Windy,Yes
2022-02-03,M.G. Road,Anil Kumble Circle,27628,56.86,1.50,84.61,100.00,1,105.26,38.78,88.16,60.87,96,Windy,No
2022-02-03,Jayanagar,South End Circle,7862,36.07,1.20,31.76,42.89,1,65.72,58.11,72.51,53.05,208,Clear,No
2022-02-03,Yeshwanthpur,Yeshwanthpur Circle,26137,20.00,1.50,91.66,100.00,3,102.27,74.06,66.25,87.59,102,Clear,No
2022-02-04,Indiranagar,100 Feet Road,36972,57.78,1.50,100.00,100.00,2,123.94,45.29,72.91,62.91,99,Overcast,No
2022-02-04,Indiranagar,CMH Road,25298,40.82,1.50,89.68,100.00,4,100.60,47.01,61.38,81.95,83,Clear,No
2022-02-04,Whitefield,Marathahalli Bridge,22498,49.39,1.04,67.90,100.00,0,95.00,42.71,64.27,82.48,113,Rain,Yes
2022-02-04,Whitefield,ITPL Main Road,7392,40.96,1.10,22.34,41.39,1,64.78,59.72,64.50,86.80,190,Clear,No
2022-02-04,Koramangala,Sony World Junction,32160,44.43,1.50,100.00,100.00,1,114.32,67.53,85.85,82.37,87,Windy,No
2022-02-04,Koramangala,Sarjapur Road,16081,40.44,1.28,52.79,75.96,0,82.16,42.83,97.14,82.05,94,Clear,No
2022-02-04,M.G. Road,Trinity Circle,42766,44.46,1.50,100.00,100.00,0,135.53,55.89,61.59,79.88,98,Clear,No
2022-02-04,Jayanagar,Jayanagar 4th Block,27932,20.00,1.50,86.96,100.00,3,105.86,69.06,77.52,67.12,101,Fog,No
2022-02-04,Jayanagar,South End Circle,20299,47.97,1.01,58.64,100.00,1,90.60,34.47,83.85,63.71,104,Fog,No
2022-02-04,Hebbal,Hebbal Flyover,21700,49.18,1.39,74.90,100.00,0,93.40,66.90,83.15,80.91,109,Overcast,Yes
2022-02-04,Yeshwanthpur,Tumkur Road,21598,44.19,1.01,73.59,100.00,1,93.20,26.48,79.77,95.74,91,Fog,No
2022-02-05,Indiranagar,CMH Road,34232,30.41,1.50,100.00,100.00,2,118.46,38.38,99.36,64.61,94,Clear,No
2022-02-05,Whitefield,ITPL Main Road,33173,27.57,1.50,100.00,100.00,4,116.35,23.18,72.15,54.65,88,Clear,No
2022-02-05,Koramangala,Sony World Junction,27712,40.42,1.50,84.33,100.00,4,105.42,57.40,87.31,81.44,93,Clear,No
2022-02-05,Koramangala,Sarjapur Road,64361,47.00,1.50,100.00,100.00,2,178.72,17.49,91.23,95.51,96,Clear,No
2022-02-05,Jayanagar,Jayanagar 4th Block,32454,43.51,1.50,99.53,100.00,3,114.91,60.36,61.12,68.77,104,Overcast,No
2022-02-05,Hebbal,Hebbal Flyover,29267,39.34,1.50,100.00,100.00,1,108.53,56.40,98.62,95.79,100,Clear,No
2022-02-05,Yeshwanthpur,Yeshwanthpur Circle,13430,40.01,1.33,42.33,63.03,0,76.86,78.70,85.19,70.81,215,Clear,Yes
2022-02-05,Yeshwanthpur,Tumkur Road,20982,52.84,1.34,68.86,100.00,1,91.96,35.29,85.49,53.53,96,Windy,No
2022-02-06,Indiranagar,100 Feet Road,37265,48.10,1.50,100.00,100.00,3,124.53,16.55,60.67,93.68,92,Fog,No
2022-02-06,Indiranagar,CMH Road,23468,55.37,1.30,71.10,100.00,0,96.94,51.06,78.22,75.90,107,Fog,No
2022-02-06,Koramangala,Sony World Junction,32192,39.25,1.50,100.00,100.00,3,114.38,24.30,85.07,67.94,100,Overcast,No
2022-02-06,Koramangala,Sarjapur Road,44299,61.38,1.50,100.00,100.00,2,138.60,76.66,81.32,81.58,101,Clear,Yes
2022-02-06,M.G. Road,Trinity Circle,25353,23.42,1.50,93.04,100.00,2,100.71,78.92,86.66,64.27,102,Windy,No
2022-02-06,M.G. Road,Anil Kumble Circle,27862,42.32,1.50,96.34,100.00,1,105.72,33.16,69.93,99.40,97,Rain,No
2022-02-06,Jayanagar,Jayanagar 4th Block,15112,40.17,1.01,57.96,80.22,0,80.22,33.70,60.28,84.01,111,Clear,No
2022-02-06,Hebbal,Hebbal Flyover,27021,20.55,1.50,95.46,100.00,3,104.04,43.87,95.90,95.39,84,Overcast,No
2022-02-06,Hebbal,Ballari Road,38147,42.69,1.50,100.00,100.00,1,126.29,50.31,85.81,50.85,126,Clear,Yes
2022-02-07,Indiranagar,100 Feet Road,48104,31.96,1.50,100.00,100.00,0,146.21,57.91,80.13,88.26,100,Rain,No
2022-02-07,Indiranagar,CMH Road,33627,35.34,1.50,100.00,100.00,5,117.25,19.27,81.88,77.31,84,Overcast,No
2022-02-07,Whitefield,Marathahalli Bridge,8584,41.30,1.05,33.01,38.93,1,67.17,65.22,69.35,81.96,188,Overcast,No
2022-02-07,Koramangala,Sony World Junction,27633,32.47,1.50,96.12,100.00,0,105.27,45.43,92.59,96.81,100,Clear,No
2022-02-07,M.G. Road,Trinity Circle,50643,46.67,1.50,100.00,100.00,2,151.29,44.05,73.36,55.34,94,Clear,No
2022-02-07,M.G. Road,Anil Kumble Circle,30299,53.33,1.50,98.13,100.00,2,110.60,27.04,78.31,87.98,91,Clear,No
2022-02-07,Jayanagar,South End Circle,28978,26.96,1.50,87.64,100.00,2,107.96,60.59,72.77,95.30,87,Clear,Yes
2022-02-07,Hebbal,Hebbal Flyover,39749,37.41,1.50,100.00,100.00,2,129.50,79.24,70.60,83.60,78,Clear,No
2022-02-08,Indiranagar,100 Feet Road,22330,30.51,1.30,75.23,100.00,0,94.66,17.16,76.42,96.66,104,Clear,No
2022-02-08,Indiranagar,CMH Road,45752,39.79,1.50,100.00,100.00,4,141.50,14.40,67.49,51.62,107,Clear,No
2022-02-08,Whitefield,Marathahalli Bridge,14625,31.49,1.10,48.53,72.20,1,79.25,19.95,62.11,81.29,200,Clear,No
2022-02-08,Whitefield,ITPL Main Road,13319,49.32,1.05,53.80,61.81,2,76.64,19.49,65.83,84.87,206,Overcast,No
2022-02-08,Koramangala,Sony World Junction,29150,40.00,1.50,88.62,100.00,3,108.30,76.35,70.34,66.86,97,Clear,No
2022-02-08,Koramangala,Sarjapur Road,31341,41.04,1.50,97.54,100.00,1,112.68,65.89,88.29,59.52,96,Rain,No
2022-02-08,M.G. Road,Trinity Circle,39337,43.57,1.50,100.00,100.00,6,128.67,48.09,89.62,87.85,103,Fog,No
2022-02-08,M.G. Road,Anil Kumble Circle,37493,24.93,1.50,100.00,100.00,4,124.99,18.43,94.06,57.83,84,Rain,No
2022-02-08,Jayanagar,South End Circle,32244,45.40,1.50,100.00,100.00,3,114.49,63.35,88.54,60.38,102,Clear,No
2022-02-08,Hebbal,Hebbal Flyover,21046,43.72,1.13,77.52,100.00,1,92.09,60.72,72.46,89.15,98,Fog,No
2022-02-08,Hebbal,Ballari Road,20878,22.55,1.32,66.83,100.00,1,91.76,29.43,97.34,86.18,102,Clear,No
2022-02-09,Indiranagar,100 Feet Road,11122,20.95,1.02,27.82,57.78,0,72.24,45.61,69.72,87.24,184,Clear,No
2022-02-09,Indiranagar,CMH Road,39145,39.88,1.50,100.00,100.00,3,128.29,10.52,80.73,51.88,102,Windy,No
2022-02-09,Whitefield,Marathahalli Bridge,30103,36.89,1.50,99.66,100.00,2,110.21,34.97,66.57,75.19,111,Clear,No
2022-02-09,Koramangala,Sony World Junction,15731,50.38,1.39,60.23,79.66,0,81.46,11.95,69.87,72.98,104,Fog,No
2022-02-09,Koramangala,Sarjapur Road,16508,39.80,1.28,64.84,80.32,0,83.02,33.07,77.62,92.85,105,Clear,No
2022-02-09,Electronic City,Hosur Road,19133,33.78,1.20,72.59,91.14,2,88.27,23.94,76.99,69.28,117,Clear,No
2022-02-09,M.G. Road,Trinity Circle,23642,42.80,1.38,84.14,100.00,6,97.28,48.69,64.59,56.31,101,Clear,No
2022-02-09,M.G. Road,Anil Kumble Circle,40475,35.41,1.50,100.00,100.00,4,130.95,73.47,67.65,80.77,97,Clear,No
2022-02-09,Hebbal,Hebbal Flyover,40230,28.28,1.50,100.00,100.00,7,130.46,18.19,81.13,56.34,103,Rain,Yes
2022-02-09,Hebbal,Ballari Road,29597,40.19,1.50,97.14,100.00,2,109.19,25.24,98.64,56.53,96,Clear,No
2022-02-09,Yeshwanthpur,Yeshwanthpur Circle,6726,44.86,1.03,28.57,36.34,2,63.45,13.66,91.31,92.28,213,Clear,No
2022-02-10,Indiranagar,CMH Road,25264,28.77,1.50,77.95,100.00,1,100.53,68.47,74.61,92.08,102,Overcast,Yes
2022-02-10,Whitefield,Marathahalli Bridge,17493,48.26,1.18,60.45,84.35,2,84.99,44.64,63.44,77.96,100,Clear,No
2022-02-10,Koramangala,Sony World Junction,15794,54.74,1.15,43.71,81.52,1,81.59,32.65,67.35,78.85,88,Rain,No
2022-02-10,Koramangala,Sarjapur Road,44625,35.16,1.50,100.00,100.00,0,139.25,59.48,96.80,63.53,96,Overcast,No
2022-02-10,Electronic City,Silk Board Junction,15594,20.45,1.02,45.80,80.88,0,81.19,31.12,75.36,92.72,108,Clear,No
2022-02-10,M.G. Road,Anil Kumble Circle,33872,47.30,1.50,100.00,100.00,0,117.74,19.03,81.47,96.83,94,Fog,No
2022-02-10,Jayanagar,Jayanagar 4th Block,16311,51.42,1.15,54.40,83.81,0,82.62,38.45,79.40,77.04,110,Overcast,No
2022-02-10,Jayanagar,South End Circle,23831,42.43,1.27,79.93,100.00,3,97.66,41.49,90.25,89.71,100,Clear,No
2022-02-11,Indiranagar,100 Feet Road,44136,29.61,1.50,100.00,100.00,1,138.27,19.45,71.85,78.61,98,Fog,No
2022-02-11,Indiranagar,CMH Road,22683,49.62,1.05,72.52,100.00,1,95.37,19.22,94.35,81.69,92,Clear,No
2022-02-11,Whitefield,Marathahalli Bridge,36452,24.07,1.50,100.00,100.00,2,122.90,65.31,68.71,83.85,110,Fog,No
2022-02-11,Whitefield,ITPL Main Road,34393,20.00,1.50,100.00,100.00,2,118.79,75.09,81.80,83.07,115,Clear,No
2022-02-11,Electronic City,Silk Board Junction,15723,35.21,1.31,43.92,81.89,0,81.45,51.72,63.59,66.87,110,Clear,No
2022-02-11,M.G. Road,Trinity Circle,27309,35.93,1.50,81.11,100.00,2,104.62,49.91,94.47,73.86,97,Clear,No
2022-02-11,M.G. Road,Anil Kumble Circle,14225,43.17,1.23,57.40,68.99,0,78.45,21.18,66.56,64.26,219,Clear,No
2022-02-11,Jayanagar,South End Circle,29999,26.02,1.50,99.06,100.00,0,110.00,34.85,79.28,75.16,94,Overcast,No
2022-02-12,Indiranagar,100 Feet Road,23302,25.42,1.11,86.91,100.00,0,96.60,46.88,62.28,55.53,91,Clear,No
2022-02-12,Indiranagar,CMH Road,32273,23.74,1.50,100.00,100.00,0,114.55,65.69,79.09,56.54,92,Overcast,No
2022-02-12,Whitefield,Marathahalli Bridge,25826,29.43,1.50,80.03,100.00,3,101.65,45.81,96.74,95.21,88,Rain,No
2022-02-12,Koramangala,Sarjapur Road,29289,22.00,1.50,96.61,100.00,0,108.58,25.87,97.26,95.42,109,Clear,No
2022-02-12,Electronic City,Hosur Road,21483,46.97,1.36,80.77,100.00,2,92.97,22.58,83.12,97.90,100,Rain,No
2022-02-12,M.G. Road,Trinity Circle,27173,28.26,1.50,85.89,100.00,1,104.35,42.58,97.73,96.59,91,Clear,No
2022-02-12,M.G. Road,Anil Kumble Circle,51289,41.56,1.50,100.00,100.00,1,152.58,32.40,76.87,61.49,90,Rain,No
2022-02-12,Jayanagar,Jayanagar 4th Block,18837,48.60,1.19,61.11,98.96,0,87.67,25.08,71.67,58.64,96,Rain,No
2022-02-12,Hebbal,Hebbal Flyover,23998,56.40,1.02,78.05,100.00,3,98.00,39.90,65.15,97.38,99,Fog,No
2022-02-12,Hebbal,Ballari Road,41557,43.26,1.50,100.00,100.00,1,133.11,26.01,95.30,51.01,108,Clear,Yes
2022-02-12,Yeshwanthpur,Tumkur Road,24552,55.36,1.38,82.47,100.00,3,99.10,68.98,74.49,83.02,99,Rain,Yes
2022-02-13,Indiranagar,100 Feet Road,40743,30.93,1.50,100.00,100.00,0,131.49,23.59,81.46,96.74,111,Clear,No
2022-02-13,Indiranagar,CMH Road,22426,37.16,1.03,83.32,100.00,3,94.85,12.72,67.47,91.56,108,Clear,No
2022-02-13,Whitefield,Marathahalli Bridge,14663,37.19,1.32,44.47,70.23,0,79.33,70.60,69.65,53.93,194,Clear,No
2022-02-13,Koramangala,Sarjapur Road,41833,31.46,1.50,100.00,100.00,3,133.67,28.55,77.95,76.88,105,Clear,No
2022-02-13,Electronic City,Hosur Road,29805,27.61,1.50,89.76,100.00,4,109.61,44.33,64.79,90.13,92,Overcast,No
2022-02-13,M.G. Road,Trinity Circle,39819,25.02,1.50,100.00,100.00,1,129.64,35.55,77.30,81.16,82,Clear,No
2022-02-13,M.G. Road,Anil Kumble Circle,36481,47.17,1.50,100.00,100.00,2,122.96,55.78,84.74,65.49,83,Overcast,No
